,StockCode,InvoiceDate,Description,Quantity,Price,Revenue
1037,22284,2010-02-02 10:47:00,HEN HOUSE DECORATION,108,1.65,178.2
1038,22285,2011-06-09 13:46:00,HANGING HEN ON NEST DECORATION,12,1.65,19.799999999999997
1039,22286,2010-01-22 09:19:00,"DECORATION , WOBBLY RABBIT , METAL ",192,0.8939999999999999,105.12
1040,22287,2011-04-01 14:45:00,"DECORATION , WOBBLY CHICKEN, METAL ",168,1.02,95.75999999999999
1041,22288,2010-02-24 10:42:00,"DECORATION , HANGING METAL RABBIT",48,1.25,60.0
1042,22292,2010-01-28 12:36:00,"SPRING DEC , HANGING CHICK  YELLOW",72,1.45,104.39999999999999
1043,22293,2010-02-24 10:42:00,"SPRING DEC , HANGING CHICK  GREEN",24,1.45,34.8
1044,22294,2010-05-11 09:29:00,HEART FILIGREE DOVE  SMALL,96,1.25,120.0
1045,22295,2010-04-26 10:42:00,HEART FILIGREE DOVE LARGE,36,1.65,59.39999999999999
1046,22296,2010-01-07 19:34:00,HEART IVORY TRELLIS LARGE,348,1.65,574.1999999999999
1047,22297,2010-01-07 19:34:00,HEART IVORY TRELLIS SMALL,96,1.25,120.0
1048,22299,2010-09-30 14:46:00,PIG KEYRING WITH LIGHT & SOUND ,48,1.25,60.0
1049,22300,2010-09-07 13:04:00,COFFEE MUG DOG + BALL DESIGN,48,2.4,106.2
1050,22301,2009-12-18 13:01:00,COFFEE MUG CAT + BIRD DESIGN,71,2.4857142857142853,164.85000000000002
1051,22302,2011-02-23 08:48:00,COFFEE MUG PEARS  DESIGN,48,2.4,106.2
1052,22303,2010-09-06 15:55:00,COFFEE MUG APPLES DESIGN,76,2.49375,177.6
1053,22304,2009-12-16 10:51:00,COFFEE MUG BLUE PAISLEY DESIGN,252,2.38125,545.4000000000001
1054,22305,2009-12-16 10:51:00,COFFEE MUG PINK PAISLEY DESIGN,690,2.3454545454545457,1467.9
1055,22306,2010-09-21 12:43:00,SILVER MUG BONE CHINA TREE OF LIFE,18,1.505,24.42
1056,22307,2010-09-21 12:43:00,GOLD MUG BONE CHINA TREE OF LIFE,42,1.42,54.42
1057,22308,2010-03-26 09:46:00,TEA COSY BLUE STRIPE,60,2.55,153.0
1058,22309,2010-01-22 09:19:00,TEA COSY RED  STRIPE,404,2.4499999999999997,895.1999999999999
1059,22310,2009-12-18 14:08:00,KNITTED MUG COSY IVORY COLOUR ,592,1.5590909090909089,877.6
1060,22311,2011-08-11 10:22:00,OFFICE MUG WARMER BLACK+SILVER ,30,2.95,88.50000000000001
1061,22312,2009-12-15 12:00:00,OFFICE MUG WARMER POLKADOT,94,3.4954545454545456,309.3
1062,22313,2009-12-15 12:00:00,OFFICE MUG WARMER PINK,4,4.95,19.8
1063,22314,2010-02-17 10:04:00,OFFICE MUG WARMER CHOC+BLUE,2,4.95,9.9
1064,22315,2009-12-15 14:03:00,200 RED + WHITE BENDY STRAWS,86,1.25,107.5
1065,22316,2010-10-26 08:11:00,200 BENDY SKULL STRAWS,12,1.25,15.0
1066,22317,2010-05-02 14:49:00,FIVE CATS HANGING DECORATION,30,2.95,88.50000000000001
1067,22318,2009-12-18 13:35:00,FIVE HEART HANGING DECORATION,72,2.95,212.40000000000003
1068,22319,2010-01-22 09:19:00,HAIRCLIPS FORTIES FABRIC ASSORTED,48,0.65,31.200000000000003
1069,22320,2010-01-07 19:34:00,BIRDS MOBILE VINTAGE DESIGN,35,5.95,208.25
1070,22321,2010-01-28 12:36:00,BIRD DECORATION RED SPOT,48,0.85,40.8
1071,22322,2010-02-17 14:39:00,BIRD DECORATION GREEN  SPOT,24,0.85,20.4
1072,22323,2009-12-03 18:13:00,PINK POLKADOT KIDS BAG,117,3.275,457.95000000000005
1073,22324,2010-01-07 12:34:00,BAG FOR CHILDREN VINTAGE BLUE ,96,4.25,408.0
1074,22325,2010-01-28 12:36:00,MOBILE VINTAGE HEARTS ,23,4.95,113.85000000000001
1075,22326,2010-02-17 14:39:00,ROUND SNACK BOXES SET OF4 WOODLAND ,26,2.95,76.70000000000002
1076,22327,2010-05-04 10:10:00,ROUND SNACK BOXES SET OF 4 SKULLS,18,2.9500000000000006,53.10000000000001
1077,22328,2010-02-17 14:39:00,ROUND SNACK BOXES SET OF 4 FRUITS ,54,2.95,159.3
1078,22329,2010-04-19 10:23:00,ROUND CONTAINER SET OF 5 RETROSPOT,24,1.65,39.599999999999994
1079,22331,2010-01-28 12:36:00,WOODLAND PARTY BAG + STICKER SET,48,1.65,79.19999999999999
1080,22332,2010-01-28 12:36:00,SKULLS PARTY BAG + STICKER SET,24,1.6499999999999997,39.599999999999994
1081,22333,2010-07-07 12:08:00,RETRO SPORT PARTY BAG + STICKER SET,400,1.6214285714285714,592.8
1082,22334,2010-07-07 12:08:00,DINOSAUR PARTY BAG + STICKER SET,392,1.6166666666666665,579.6
1083,22336,2010-11-08 15:42:00,DOVE DECORATION PAINTED ZINC ,144,0.49666666666666665,49.440000000000005
1084,22337,2010-09-20 12:15:00,ANGEL DECORATION PAINTED ZINC ,48,0.65,31.200000000000003
1085,22338,2010-10-26 13:39:00,STAR DECORATION PAINTED ZINC ,456,0.3871428571428571,119.76000000000002
1086,22339,2010-09-20 12:15:00,CHRISTMAS TREE PAINTED ZINC ,384,0.45285714285714285,117.12
1087,22340,2010-09-20 12:15:00,NOEL GARLAND PAINTED ZINC ,132,0.8099999999999999,96.83999999999999
1088,22341,2011-03-14 12:28:00,LOVE GARLAND PAINTED ZINC ,12,1.65,19.799999999999997
1089,22342,2011-10-20 09:28:00,HOME GARLAND PAINTED ZINC ,48,0.75,36.0
1090,22343,2010-05-26 09:05:00,PARTY PIZZA DISH RED RETROSPOT,36,0.52,14.76
1091,22347,2009-12-03 18:13:00,PIZZA SLICE DISH,456,1.1866666666666668,487.92
1092,22348,2009-12-03 18:13:00,TEA BAG PLATE RED SPOTTY ,240,0.85,204.0
1093,22349,2010-01-07 19:34:00,"DOG BOWL , CHASING BALL DESIGN",36,3.75,135.0
1094,22350,2010-01-07 19:34:00,CAT BOWL ,42,2.55,107.1
1095,22352,2010-05-26 09:05:00,LUNCH BOX WITH CUTLERY RETROSPOT ,60,2.55,153.0
1096,22353,2009-12-16 10:51:00,LUNCHBOX WITH CUTLERY FAIRY CAKES ,30,2.55,76.5
1097,22354,2010-01-22 09:19:00,RETRO SPOT PADDED SEAT CUSHION,90,3.69,326.7
1098,22355,2010-09-05 10:44:00,CHARLOTTE BAG SUKI DESIGN,230,0.8499999999999999,195.5
1099,22356,2009-12-16 10:51:00,"CHARLOTTE BAG , PINK/WHITE SPOTS",190,0.85,161.5
1100,22360,2010-05-26 09:04:00,GLASS JAR ENGLISH CONFECTIONERY,12,2.95,35.400000000000006
1101,22361,2010-05-09 12:49:00,GLASS JAR DAISY FRESH COTTON WOOL,168,2.9000000000000004,447.6
1102,22362,2010-05-09 12:49:00,GLASS JAR PEACOCK BATH SALTS,144,2.87,376.8
1103,22363,2010-05-17 13:22:00,GLASS JAR MARMALADE ,144,2.7785714285714285,376.79999999999995
1104,22364,2010-05-26 09:04:00,GLASS JAR DIGESTIVE BISCUITS,12,2.95,35.400000000000006
1105,22365,2010-01-19 13:31:00,DOORMAT RESPECTABLE HOUSE,54,7.178,369.06
1106,22366,2010-09-21 12:43:00,DOORMAT AIRMAIL ,12,7.35,83.4
1107,22367,2010-02-02 10:47:00,CHILDS APRON SPACEBOY DESIGN,196,1.95,382.2
1108,22371,2010-02-16 17:47:00,AIRLINE BAG VINTAGE TOKYO 78,54,5.107142857142857,231.3
1109,22372,2010-02-16 17:47:00,AIRLINE BAG VINTAGE WORLD CHAMPION ,12,5.3,59.4
1110,22374,2010-02-16 17:47:00,AIRLINE BAG VINTAGE JET SET RED,58,5.177272727272727,260.3
1111,22375,2011-09-15 11:54:00,AIRLINE BAG VINTAGE JET SET BROWN,28,4.1,111.80000000000001
1112,22376,2010-11-15 14:26:00,AIRLINE BAG VINTAGE JET SET WHITE,20,4.25,85.0
1113,22377,2010-03-10 13:08:00,BOTTLE BAG RETROSPOT ,545,2.0722222222222224,1019.5
1114,22378,2010-03-10 13:08:00,WALL TIDY RETROSPOT ,15,2.1,31.5
1115,22379,2010-02-17 10:04:00,RECYCLING BAG RETROSPOT ,674,2.05,1265.4
1116,22380,2010-03-19 14:41:00,TOY TIDY SPACEBOY  ,165,2.0583333333333336,321.5
1117,22381,2010-02-24 10:42:00,TOY TIDY PINK RETROSPOT  ,145,2.0545454545454547,279.5
1118,22382,2010-03-10 13:08:00,LUNCH BAG SPACEBOY DESIGN ,230,1.65,379.5
1119,22383,2010-03-19 14:41:00,LUNCH BAG SUKI  DESIGN ,292,1.6388888888888888,461.8
1120,22384,2010-02-15 17:01:00,LUNCH BAG PINK RETROSPOT,344,1.6404761904761902,547.6
1121,22385,2010-03-25 13:13:00,JUMBO BAG SPACEBOY DESIGN,72,1.987142857142857,144.3
1122,22386,2010-02-24 10:42:00,JUMBO BAG PINK WITH WHITE SPOTS,90,2.002,183.3
1123,22389,2010-08-15 14:34:00,PAPERWEIGHT SAVE THE PLANET,12,2.55,30.599999999999998
1124,22390,2010-11-05 17:30:00,PAPERWEIGHT CHILDHOOD MEMORIES,32,1.11,29.759999999999998
1125,22391,2010-04-14 15:10:00,PAPERWEIGHT HOME SWEET HOME,30,1.47,24.659999999999997
1126,22393,2010-04-14 15:10:00,PAPERWEIGHT VINTAGE COLLAGE,66,0.914,44.22
1127,22395,2011-12-08 15:54:00,PAPERWEIGHT VINTAGE PAISLEY,12,0.39,4.68
1128,22396,2010-04-29 09:16:00,MAGNETS PACK OF 4 RETRO PHOTO,52,1.0779999999999998,54.68
1129,22398,2010-04-14 15:10:00,MAGNETS PACK OF 4 SWALLOWS,244,1.035,284.36
1130,22399,2010-04-14 15:10:00,MAGNETS PACK OF 4 CHILDHOOD MEMORY,36,1.25,45.0
1131,22400,2010-04-14 15:10:00,MAGNETS PACK OF 4 HOME SWEET HOME,432,1.0779999999999998,529.68
1132,22402,2010-04-29 09:16:00,MAGNETS PACK OF 4 VINTAGE COLLAGE,40,1.25,50.0
1133,22405,2010-05-09 12:49:00,MONEY BOX POCKET MONEY DESIGN,96,1.035,99.36
1134,22407,2011-04-11 12:20:00,MONEY BOX FIRST ADE DESIGN,24,1.25,30.0
1135,22408,2010-05-06 17:22:00,MONEY BOX CONFECTIONERY DESIGN,6,1.25,7.5
1136,22409,2011-04-11 12:20:00,MONEY BOX BISCUITS DESIGN,24,1.25,30.0
1137,22410,2010-05-09 12:49:00,MONEY BOX HOUSEKEEPING DESIGN,84,1.127142857142857,94.68
1138,22411,2010-02-16 17:47:00,JUMBO SHOPPER VINTAGE RED PAISLEY,677,1.9539130434782608,1173.01
1139,22412,2010-03-03 12:21:00,METAL SIGN NEIGHBOURHOOD WITCH ,24,2.1,50.400000000000006
1140,22413,2010-02-24 14:30:00,METAL SIGN TAKE IT OR LEAVE IT ,469,2.935714285714286,1364.3500000000001
1141,22414,2010-01-19 13:31:00,DOORMAT NEIGHBOURHOOD WITCH ,2,6.75,13.5
1142,22415,2009-12-03 18:13:00,WHITE TISSUE REAM,7,7.95,55.65
1143,22416,2010-05-13 09:33:00,36 DOILIES SPACEBOY DESIGN ,12,1.45,17.4
1144,22417,2010-02-14 13:26:00,PACK OF 60 SPACEBOY CAKE CASES,1584,0.5407142857142857,777.6
1145,22418,2010-06-03 12:30:00,10 COLOUR SPACEBOY PEN,720,0.8314285714285715,574.56
1146,22419,2010-07-07 09:42:00,LIPSTICK PEN RED,308,0.4114285714285714,120.36
1147,22421,2010-08-15 14:34:00,LIPSTICK PEN FUSCHIA,60,0.42,25.2
1148,22422,2010-08-15 14:34:00,TOOTHPASTE TUBE PEN,272,0.6357142857142858,161.8
1149,22423,2010-03-22 11:21:00,REGENCY CAKESTAND 3 TIER,1275,12.09448051948052,14537.55
1150,22424,2010-06-14 14:06:00,ENAMEL BREAD BIN CREAM,185,12.485294117647058,2135.55
1151,22425,2010-05-17 13:22:00,ENAMEL COLLANDER CREAM,79,4.75,368.65000000000003
1152,22426,2010-05-17 13:22:00,ENAMEL WASH BOWL CREAM,87,3.55,300.65
1153,22427,2010-06-14 14:06:00,ENAMEL FLOWER JUG CREAM,134,5.914285714285714,773.3000000000001
1154,22428,2011-08-12 09:14:00,ENAMEL FIRE BUCKET CREAM,6,6.95,41.7
1155,22429,2010-06-14 16:43:00,ENAMEL MEASURING JUG CREAM,457,4.2023809523809526,1762.25
1156,22430,2010-05-17 13:22:00,ENAMEL WATERING CAN CREAM,112,4.8100000000000005,532.0
1157,22431,2010-04-20 12:48:00,WATERING CAN BLUE ELEPHANT,58,1.95,113.1
1158,22432,2010-04-20 12:48:00,WATERING CAN PINK BUNNY,36,1.95,70.19999999999999
1159,22433,2010-04-29 09:16:00,WATERING CAN GREEN DINOSAUR,54,1.95,105.3
1160,22434,2010-04-29 09:16:00,BALLOON PUMP WITH 10 BALLOONS,376,1.89,646.8
1161,22435,2010-04-26 13:54:00,SET OF 9 HEART SHAPED BALLOONS,90,1.25,112.5
1162,22436,2010-04-26 13:54:00,12 COLOURED PARTY BALLOONS,80,0.65,52.0
1163,22437,2010-04-26 13:54:00,SET OF 9 BLACK SKULL BALLOONS,80,0.85,68.0
1164,22438,2010-05-11 09:29:00,BALLOON ART MAKE YOUR OWN FLOWERS,30,1.95,58.5
1165,22439,2011-03-25 12:04:00,6 ROCKET BALLOONS ,48,0.65,31.200000000000003
1166,22440,2010-05-24 12:21:00,BALLOON WATER BOMB PACK OF 35,80,0.42,33.6
1167,22441,2010-03-30 09:47:00,GROW YOUR OWN BASIL IN ENAMEL MUG,120,2.1,252.0
1168,22442,2010-03-30 09:47:00,GROW YOUR OWN FLOWERS SET OF 3,26,6.75,134.7
1169,22443,2010-03-30 09:47:00,GROW YOUR OWN HERBS SET OF 3,74,7.840909090909091,564.3000000000001
1170,22444,2010-03-30 09:47:00,GROW YOUR OWN PLANT IN A CAN ,216,1.25,270.0
1171,22445,2010-08-03 13:55:00,PENCIL CASE LIFE IS BEAUTIFUL,38,2.9500000000000006,112.10000000000002
1172,22446,2010-06-11 15:22:00,PIN CUSHION RUSSIAN DOLL PINK,18,2.3,35.1
1173,22447,2010-06-11 15:22:00,PIN CUSHION RUSSIAN DOLL BLUE,6,3.35,20.1
1174,22448,2010-10-26 08:11:00,PIN CUSHION BABUSHKA RED,24,2.3,55.2
1175,22449,2010-05-06 17:22:00,SILK PURSE RUSSIAN DOLL PINK,56,3.35,187.60000000000002
1176,22450,2010-08-15 14:34:00,SILK PURSE BABUSHKA BLUE,20,3.35,67.0
1177,22451,2010-04-30 11:48:00,SILK PURSE RUSSIAN DOLL RED,66,3.35,221.10000000000002
1178,22452,2010-05-06 17:22:00,MEASURING TAPE RUSSIAN DOLL PINK,51,2.95,150.45000000000002
1179,22453,2010-07-14 09:22:00,MEASURING TAPE RUSSIAN DOLL BLUE,34,2.95,100.30000000000001
1180,22454,2010-07-14 09:22:00,MEASURING TAPE RUSSIAN DOLL RED,58,2.8166666666666664,151.9
1181,22456,2010-03-23 16:45:00,NATURAL SLATE CHALKBOARD LARGE ,57,4.950000000000001,282.15000000000003
1182,22457,2010-03-19 14:41:00,NATURAL SLATE HEART CHALKBOARD ,204,2.95,601.8000000000001
1183,22458,2010-04-29 09:16:00,CAST IRON HOOK GARDEN FORK,32,2.55,81.6
1184,22459,2010-04-29 09:16:00,CAST IRON HOOK GARDEN TROWEL,32,2.55,81.6
1185,22460,2010-03-23 16:45:00,EMBOSSED GLASS TEALIGHT HOLDER,96,1.25,120.0
1186,22464,2010-03-19 14:41:00,HANGING METAL HEART LANTERN,168,1.583846153846154,266.87999999999994
1187,22465,2010-03-19 14:41:00,HANGING METAL STAR LANTERN,96,1.435,137.76
1188,22466,2010-03-22 11:21:00,FAIRY TALE COTTAGE NIGHTLIGHT,72,1.95,140.39999999999998
1189,22467,2010-04-07 12:07:00,GUMBALL COAT RACK,70,2.49375,162.3
1190,22468,2010-03-19 14:41:00,BABUSHKA LIGHTS STRING OF 10,54,6.67,345.3
1191,22469,2010-05-11 09:29:00,HEART OF WICKER SMALL,304,1.6409090909090909,493.5999999999999
1192,22470,2010-05-20 09:55:00,HEART OF WICKER LARGE,60,2.95,177.00000000000003
1193,22471,2010-05-06 17:22:00,TV DINNER TRAY AIR HOSTESS ,4,4.95,19.8
1194,22472,2010-03-19 14:41:00,TV DINNER TRAY DOLLY GIRL,227,4.205555555555556,941.25
1195,22473,2010-03-19 14:41:00,TV DINNER TRAY VINTAGE PAISLEY,54,4.257692307692308,195.3
1196,22474,2010-03-19 14:41:00,SPACEBOY TV DINNER TRAY,218,4.4875,920.7
1197,22475,2011-05-03 12:10:00,SKULL DESIGN TV DINNER TRAY,3,4.95,14.850000000000001
1198,22477,2010-03-23 16:45:00,WATERING CAN GARDEN MARKER,110,1.25,137.5
1199,22478,2010-04-12 14:39:00,BIRDHOUSE GARDEN MARKER ,80,1.25,100.0
1200,22479,2010-04-26 10:42:00,DAISY GARDEN MARKER,40,1.25,50.0
1201,22480,2010-03-25 13:13:00,RED TEA TOWEL CLASSIC DESIGN,161,1.25,201.25
1202,22481,2010-03-25 13:13:00,BLACK TEA TOWEL CLASSIC DESIGN,44,1.25,55.0
1203,22482,2010-03-25 13:13:00,BLUE TEA TOWEL CLASSIC DESIGN,132,1.25,165.0
1204,22483,2010-03-22 11:21:00,RED GINGHAM TEDDY BEAR ,226,2.9214285714285717,609.1
1205,22485,2010-05-06 17:22:00,SET OF 2 WOODEN MARKET CRATES,26,12.75,331.5
1206,22486,2010-11-19 13:54:00,PLASMATRONIC LAMP,2,12.75,25.5
1207,22487,2010-03-15 14:15:00,WHITE WOOD GARDEN PLANT LADDER,60,9.450000000000001,544.8
1208,22488,2010-05-02 14:49:00,NATURAL SLATE RECTANGLE CHALKBOARD,168,1.6318181818181818,267.59999999999997
1209,22489,2010-05-17 13:22:00,PACK OF 12 TRADITIONAL CRAYONS,1488,0.403125,573.12
1210,22491,2010-05-17 13:22:00,PACK OF 12 COLOURED PENCILS,1044,0.7979999999999999,775.0799999999999
1211,22492,2010-05-13 09:33:00,MINI PAINT SET VINTAGE ,1836,0.65,1193.4
1212,22493,2010-05-24 12:21:00,PAINT YOUR OWN CANVAS SET,288,1.625,455.99999999999994
1213,22494,2010-07-09 15:48:00,EMERGENCY FIRST AID TIN ,17,1.25,21.25
1214,22495,2011-08-05 17:12:00,SET OF 2 ROUND TINS CAMEMBERT ,2,2.95,5.9
1215,22496,2010-03-24 10:42:00,SET OF 2 ROUND TINS DUTCH CHEESE,1,2.95,2.95
1216,22497,2010-04-07 12:07:00,SET OF 2 TINS VINTAGE BATHROOM ,16,4.25,68.0
1217,22500,2010-04-07 12:07:00,SET OF 2 TINS JARDIN DE PROVENCE,12,4.95,59.400000000000006
1218,22501,2010-06-14 14:06:00,PICNIC BASKET WICKER LARGE,50,9.95,497.49999999999994
1219,22502,2010-06-23 08:14:00,PICNIC BASKET WICKER SMALL,145,5.277272727272727,730.1500000000001
1220,22503,2011-02-14 12:11:00,CABIN BAG VINTAGE PAISLEY,0,24.95,0.0
1221,22504,2010-05-06 17:22:00,CABIN BAG VINTAGE RETROSPOT,2,29.95,59.9
1222,22505,2010-03-22 11:21:00,MEMO BOARD COTTAGE DESIGN,226,4.876315789473685,1017.9
1223,22507,2010-03-19 14:41:00,MEMO BOARD RETROSPOT  DESIGN,67,4.95,331.65000000000003
1224,22508,2010-03-15 14:15:00,DOORSTOP RETROSPOT HEART,68,3.75,255.0
1225,22509,2010-05-06 17:22:00,SEWING BOX RETROSPOT DESIGN ,23,13.7,233.85
1226,22510,2010-05-02 14:49:00,DOORSTOP RUSSIAN DOLL GINGHAM,10,3.75,37.5
1227,22511,2010-03-22 11:21:00,DOORSTOP RUSSIAN DOLL RETROSPOT,8,3.75,30.0
1228,22514,2010-05-04 10:10:00,CHILDS GARDEN SPADE BLUE,42,2.1,88.20000000000002
1229,22515,2010-04-29 09:16:00,CHILDS GARDEN SPADE PINK,24,2.1,50.400000000000006
1230,22516,2010-04-14 15:10:00,CHILDS GARDEN RAKE BLUE,37,2.1,77.7
1231,22517,2010-04-14 15:10:00,CHILDS GARDEN RAKE PINK,30,2.1,63.00000000000001
1232,22518,2010-04-20 12:48:00,CHILDS GARDEN BRUSH BLUE,24,2.1,50.400000000000006
1233,22519,2010-04-20 12:48:00,CHILDS GARDEN BRUSH PINK,42,2.1,88.20000000000002
1234,22520,2010-04-14 15:10:00,CHILDS GARDEN TROWEL BLUE ,132,0.85,112.19999999999999
1235,22521,2010-04-14 15:10:00,CHILDS GARDEN TROWEL PINK,102,0.85,86.69999999999999
1236,22522,2010-04-14 15:10:00,CHILDS GARDEN FORK BLUE ,102,0.85,86.69999999999999
1237,22523,2010-04-14 15:10:00,CHILDS GARDEN FORK PINK,78,0.85,66.3
1238,22524,2010-04-14 15:10:00,CHILDRENS GARDEN GLOVES BLUE,118,1.25,147.5
1239,22525,2010-04-14 15:10:00,CHILDRENS GARDEN GLOVES PINK,88,1.25,110.0
1240,22526,2010-04-14 15:10:00,WHEELBARROW FOR CHILDREN ,18,12.75,229.5
1241,22528,2010-04-14 15:10:00,GARDENERS KNEELING PAD,174,1.2327272727272727,208.38
1242,22529,2010-05-04 10:13:00,MAGIC SLATE GO TO THE FAIR ,120,0.42,50.4
1243,22530,2010-07-07 09:42:00,MAGIC DRAWING SLATE DOLLY GIRL ,172,0.42,72.24
1244,22531,2010-05-24 12:21:00,MAGIC DRAWING SLATE CIRCUS PARADE  ,216,0.42,90.72
1245,22532,2010-05-04 10:13:00,MAGIC SLATE LEAP FROG ,100,0.42,42.0
1246,22533,2010-09-30 14:46:00,MAGIC DRAWING SLATE BAKE A CAKE ,52,0.42,21.84
1247,22534,2010-07-07 09:42:00,MAGIC DRAWING SLATE SPACEBOY ,360,0.4114285714285714,139.68
1248,22535,2010-05-04 10:13:00,MAGIC SLATE BUNNIES AT HOME ,124,0.42,52.08
1249,22536,2010-05-04 10:13:00,MAGIC SLATE FIDO,148,0.42000000000000004,62.160000000000004
1250,22537,2010-05-04 10:13:00,MAGIC SLATE DINOSAUR,96,0.42,40.32
1251,22539,2010-05-04 10:13:00,MINI JIGSAW DOLLY GIRL,96,0.42,40.32
1252,22540,2010-05-04 10:13:00,MINI JIGSAW CIRCUS PARADE ,72,0.42,30.240000000000002
1253,22541,2010-11-15 14:26:00,MINI JIGSAW LEAP FROG,72,0.42,30.240000000000002
1254,22544,2010-09-07 13:04:00,MINI JIGSAW SPACEBOY,72,0.42,30.240000000000002
1255,22545,2010-05-04 10:13:00,MINI JIGSAW BUNNIES AT HOME,120,0.42,50.4
1256,22546,2010-05-04 10:13:00,MINI JIGSAW FIDO,96,0.42,40.32
1257,22548,2010-07-09 15:48:00,HEADS AND TAILS SPORTING FUN,247,1.2183333333333335,281.39
1258,22549,2010-05-11 09:29:00,PICTURE DOMINOES,156,1.45,226.2
1259,22550,2010-03-30 09:47:00,HOLIDAY FUN LUDO,210,3.75,787.5
1260,22551,2010-09-07 13:04:00,PLASTERS IN TIN SPACEBOY,312,1.6318181818181818,476.4
1261,22553,2010-10-03 12:40:00,PLASTERS IN TIN SKULLS,168,1.65,277.2
1262,22554,2010-04-20 12:48:00,PLASTERS IN TIN WOODLAND ANIMALS,264,1.65,435.59999999999997
1263,22555,2010-05-24 12:21:00,PLASTERS IN TIN STRONGMAN,360,1.5833333333333333,536.4
1264,22556,2010-04-26 10:42:00,PLASTERS IN TIN CIRCUS PARADE ,288,1.65,475.19999999999993
1265,22557,2010-04-12 14:39:00,PLASTERS IN TIN VINTAGE PAISLEY ,444,1.64,694.1999999999999
1266,22558,2010-05-04 10:13:00,CLOTHES PEGS RETROSPOT PACK 24 ,740,1.4694285714285715,1083.3999999999999
1267,22559,2010-04-14 15:10:00,SEASIDE FRISBEE ,192,1.1866666666666668,212.64
1268,22560,2010-03-30 09:47:00,TRADITIONAL MODELLING CLAY,1152,1.1685714285714286,1275.8400000000001
1269,22561,2010-04-12 14:39:00,WOODEN SCHOOL COLOURING SET,900,1.6227272727272726,1412.9999999999998
1270,22562,2010-08-22 10:33:00,MONSTERS STENCIL CRAFT,48,1.25,60.0
1271,22563,2010-08-22 10:33:00,HAPPY STENCIL CRAFT,48,1.25,60.0
1272,22564,2010-05-06 17:22:00,ALPHABET STENCIL CRAFT,48,1.25,60.0
1273,22565,2010-05-06 17:22:00,FELTCRAFT HAIRBANDS PINK AND WHITE ,24,0.85,20.4
1274,22566,2010-04-26 13:54:00,FELTCRAFT HAIRBAND PINK AND PURPLE,36,0.85,30.599999999999998
1275,22567,2010-05-06 17:22:00,20 DOLLY PEGS RETROSPOT,243,1.2934782608695652,315.75
1276,22568,2010-03-30 09:47:00,FELTCRAFT CUSHION OWL,98,3.75,367.5
1277,22569,2010-03-30 09:47:00,FELTCRAFT CUSHION BUTTERFLY,102,3.75,382.5
1278,22570,2010-03-30 09:47:00,FELTCRAFT CUSHION RABBIT,116,3.678,423.48
1279,22571,2010-09-21 12:43:00,ROCKING HORSE RED CHRISTMAS ,300,0.85,255.0
1280,22572,2010-10-03 12:40:00,ROCKING HORSE GREEN CHRISTMAS ,144,0.85,122.39999999999999
1281,22573,2010-09-28 13:13:00,STAR WOODEN CHRISTMAS DECORATION,180,0.85,153.0
1282,22574,2010-09-28 13:13:00,HEART WOODEN CHRISTMAS DECORATION,144,0.85,122.39999999999999
1283,22575,2010-09-21 12:43:00,METAL MERRY CHRISTMAS WREATH,56,1.95,109.2
1284,22576,2010-09-28 13:13:00,SWALLOW WOODEN CHRISTMAS DECORATION,174,0.85,147.89999999999998
1285,22577,2010-09-21 12:43:00,WOODEN HEART CHRISTMAS SCANDINAVIAN,504,0.5954545454545455,253.67999999999998
1286,22578,2010-08-26 12:52:00,WOODEN STAR CHRISTMAS SCANDINAVIAN,732,0.4936363636363636,292.91999999999996
1287,22579,2010-09-21 12:43:00,WOODEN TREE CHRISTMAS SCANDINAVIAN,408,0.5535294117647059,185.51999999999998
1288,22580,2010-09-21 12:43:00,ADVENT CALENDAR GINGHAM SACK,69,5.95,410.55
1289,22581,2010-09-21 12:43:00,WOOD STOCKING CHRISTMAS SCANDISPOT,84,0.85,71.39999999999999
1290,22582,2010-10-18 12:04:00,PACK OF 6 SWEETIE GIFT BOXES,306,2.55,780.3
1291,22583,2010-03-18 11:46:00,PACK OF 6 HANDBAG GIFT BOXES,42,2.55,107.1
1292,22584,2010-03-18 11:46:00,PACK OF 6 PANNETONE GIFT BOXES,348,2.55,887.4
1293,22585,2010-03-22 11:21:00,PACK OF 6 BIRDY GIFT TAGS,330,1.25,412.5
1294,22586,2010-05-06 17:22:00,FELTCRAFT HAIRBAND PINK AND BLUE,60,0.85,51.0
1295,22587,2010-09-13 09:27:00,FELTCRAFT HAIRBAND RED AND BLUE,36,0.85,30.599999999999998
1296,22588,2010-08-22 10:33:00,CARD HOLDER GINGHAM HEART,24,2.635,63.239999999999995
1297,22589,2010-10-03 12:40:00,CARDHOLDER GINGHAM STAR,30,2.635,78.53999999999999
1298,22591,2010-09-16 11:30:00,CARDHOLDER GINGHAM CHRISTMAS TREE,78,2.6499999999999995,203.1
1299,22592,2010-09-27 14:45:00,CARDHOLDER HOLLY WREATH METAL,39,3.75,146.25
1300,22593,2010-08-26 12:52:00,CHRISTMAS GINGHAM STAR,180,0.85,153.0
1301,22594,2010-09-28 13:13:00,CHRISTMAS GINGHAM TREE,144,0.85,122.39999999999999
1302,22595,2010-08-26 12:52:00,CHRISTMAS GINGHAM HEART,276,0.85,234.6
1303,22596,2010-09-21 13:06:00,CHRISTMAS STAR WISH LIST CHALKBOARD,72,0.9179999999999999,65.28
